hotel,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,is_canceled
City Hotel,3,August,34,20,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,3,0
Resort Hotel,101,July,31,27,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,2,1
City Hotel,10,February,9,24,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,93.0,0,1,0
City Hotel,41,August,33,12,0,2,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,84.0,0,1,0
Resort Hotel,333,August,31,5,2,3,2,1.0,0,HB,RUS,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,292.0,0,1,1
City Hotel,97,March,13,20,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,9,Transient,79.43,0,0,1
City Hotel,8,February,7,12,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,0,0
City Hotel,2,August,32,2,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient-Party,102.7,0,0,0
City Hotel,76,November,45,3,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,1,1
City Hotel,15,September,38,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,141.68,0,1,1
City Hotel,148,August,34,16,2,5,3,0.0,0,BB,SVN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.14,0,0,1
City Hotel,97,October,41,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,1
City Hotel,87,September,37,11,0,2,1,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,1
City Hotel,241,March,10,9,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,1
City Hotel,37,September,40,26,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,2,0
Resort Hotel,171,April,15,4,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0,0,0
Resort Hotel,124,October,43,22,2,2,2,0.0,0,BB,SWE,Groups,Corporate,0,0,0,F,F,1,No Deposit,,,0,Transient-Party,95.0,1,0,0
Resort Hotel,12,September,37,7,0,3,3,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,176.1,1,2,0
Resort Hotel,206,September,36,5,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,58.95,0,0,0
Resort Hotel,7,January,2,8,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,2,0
Resort Hotel,177,June,24,11,2,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,93.0,0,2,0
Resort Hotel,15,August,32,4,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,195.58,0,1,0
Resort Hotel,46,March,10,11,2,5,2,0.0,0,BB,POL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,89.0,0,0,1
Resort Hotel,93,July,27,2,3,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,56.01,0,0,0
City Hotel,7,September,39,20,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,1
City Hotel,62,April,14,2,2,3,3,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.63,0,1,1
Resort Hotel,224,May,22,25,0,4,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,0,No Deposit,,223.0,0,Transient-Party,66.0,0,0,0
City Hotel,1,February,10,29,1,2,1,0.0,0,BB,LBY,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,76.0,0,0,0
Resort Hotel,111,August,34,20,2,5,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,200.96,0,2,0
City Hotel,56,November,45,2,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,2,0
City Hotel,104,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,1
City Hotel,63,September,36,4,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,116.0,0,0,1
Resort Hotel,14,May,21,22,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,145.75,1,1,0
Resort Hotel,65,October,41,4,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,79.0,0,0,1
City Hotel,22,August,32,10,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,180.0,0,2,0
City Hotel,229,July,28,15,2,4,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,1
City Hotel,0,October,42,15,0,1,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,140.0,0,0,0
City Hotel,1,July,28,3,2,3,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0,1,0
City Hotel,145,June,26,21,0,2,2,0.0,0,BB,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.55,0,1,1
Resort Hotel,56,March,11,12,2,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,62.0,1,1,0
Resort Hotel,152,April,14,5,2,5,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,D,D,2,No Deposit,,223.0,0,Transient-Party,60.0,0,0,0
Resort Hotel,229,June,24,7,2,9,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,143.0,,0,Transient,102.3,0,0,0
City Hotel,115,February,9,27,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,76.0,0,0,0
City Hotel,423,July,29,22,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,80.0,0,0,1
Resort Hotel,159,July,28,9,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,106.85,0,0,0
Resort Hotel,97,April,18,27,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26.0,,0,Transient,83.7,0,0,1
Resort Hotel,1,September,37,8,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,270.0,0,Transient,134.0,0,0,0
City Hotel,54,April,18,27,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.77,0,1,0
City Hotel,265,June,26,24,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,0
City Hotel,34,October,43,18,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,0
City Hotel,5,September,38,12,1,1,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0,1
City Hotel,97,October,41,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,1
City Hotel,208,July,31,30,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0,1
City Hotel,14,September,39,26,2,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,200.0,0,0,0
Resort Hotel,86,March,10,9,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,67.0,,0,Transient,46.0,0,0,1
City Hotel,123,April,15,15,2,3,2,1.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,86.0,,0,Transient,120.24,0,0,0
Resort Hotel,109,September,37,7,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,0,0,1
City Hotel,256,June,25,15,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,0
Resort Hotel,43,June,23,1,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,240.0,,0,Transient,165.0,0,0,1
Resort Hotel,32,April,16,10,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0,0,1
Resort Hotel,32,February,7,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,78.0,0,0,1
City Hotel,7,July,28,12,2,4,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,0
City Hotel,9,September,40,29,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,1,No Deposit,,51.0,0,Transient,99.0,0,0,0
City Hotel,17,October,44,30,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,111.0,,0,Transient-Party,95.0,0,0,0
Resort Hotel,70,December,51,14,1,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient,21.37,0,0,0
City Hotel,62,March,10,4,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,58.94,0,1,0
City Hotel,25,November,47,15,0,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,85.0,,0,Transient,68.0,0,0,0
City Hotel,22,October,44,25,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,95.0,0,0,0
Resort Hotel,1,May,20,11,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,16,A,E,0,No Deposit,,204.0,0,Transient,50.0,0,0,0
City Hotel,28,November,46,9,0,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,201.0,0,2,1
City Hotel,35,January,3,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,0,1
City Hotel,100,June,27,28,0,1,2,1.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,130.5,0,2,1
Resort Hotel,186,August,32,12,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,208.57,0,0,1
City Hotel,10,August,34,24,0,1,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,0
City Hotel,142,July,27,2,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,116.1,0,3,0
City Hotel,377,October,44,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,1
City Hotel,87,December,51,17,2,1,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,90.0,0,0,0
City Hotel,12,October,42,10,1,0,2,0.0,0,BB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,130.0,0,0,0
City Hotel,137,August,34,20,2,5,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.73,0,1,0
Resort Hotel,259,September,38,17,0,3,1,0.0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,33.3,0,0,1
Resort Hotel,10,October,44,29,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,2,0
City Hotel,11,August,33,14,1,3,1,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,136.0,0,1,0
City Hotel,162,August,33,11,2,3,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,96.9,0,0,0
Resort Hotel,1,September,37,9,1,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,158.4,0,0,0
City Hotel,190,June,26,22,0,4,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,34.0,,0,Transient-Party,95.0,0,0,0
City Hotel,48,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,1,0
City Hotel,48,September,38,14,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,120.0,0,0,1
Resort Hotel,2,April,18,26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,77.0,1,0,0
City Hotel,83,April,15,9,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,1,0
City Hotel,46,August,34,17,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,60.0,0,0,0
City Hotel,359,October,42,14,2,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,70.0,0,0,0
City Hotel,51,August,34,18,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,1
City Hotel,307,July,26,1,2,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.9,0,1,1
Resort Hotel,211,June,25,22,2,7,2,0.0,0,Undefined,PRT,Direct,TA/TO,1,0,1,E,E,0,No Deposit,,333.0,0,Group,151.56,1,0,0
Resort Hotel,238,September,37,7,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,1.0,,0,Transient,89.0,0,0,1
City Hotel,31,June,25,16,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.6,0,0,1
Resort Hotel,7,December,51,16,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,1,No Deposit,,,0,Transient,38.0,0,3,0
Resort Hotel,89,April,14,8,2,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,147.86,0,0,1
City Hotel,32,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,119.0,,0,Transient-Party,0.0,0,0,0
City Hotel,197,May,19,9,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.7,0,1,1
City Hotel,1,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,60.0,0,0,1
City Hotel,65,June,24,11,2,0,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.1,0,0,1
City Hotel,315,December,49,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0,1
City Hotel,8,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,0
City Hotel,1,October,43,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,107.0,0,0,1
Resort Hotel,45,May,19,2,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,95.0,0,0,1
City Hotel,88,August,32,11,0,1,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1,1
City Hotel,316,May,22,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,0
Resort Hotel,2,May,21,23,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,87.0,1,1,0
City Hotel,5,May,22,24,0,2,2,0.0,0,BB,URY,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,78.0,0,Transient-Party,110.0,0,0,0
City Hotel,0,September,40,29,0,1,1,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,1,No Deposit,,120.0,0,Transient,170.0,0,0,0
City Hotel,135,June,22,1,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,0
City Hotel,68,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,0
City Hotel,101,June,27,27,1,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,1,0
Resort Hotel,40,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,0
City Hotel,90,May,20,17,1,4,2,0.0,0,SC,MLT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.6,0,0,0
Resort Hotel,207,August,32,1,3,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,144.0,0,2,0
City Hotel,107,June,24,10,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,187.0,,0,Transient-Party,120.0,0,1,0
City Hotel,88,March,14,30,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.45,0,1,0
Resort Hotel,63,October,43,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,74.0,0,2,1
Resort Hotel,239,June,22,1,4,10,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,93.6,0,1,1
City Hotel,269,July,29,13,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,1
City Hotel,33,May,21,22,1,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,0
City Hotel,14,May,22,31,0,2,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,160.0,0,1,0
Resort Hotel,71,July,30,22,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,0,1,0
City Hotel,196,June,24,13,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,128.25,0,0,0
Resort Hotel,32,July,28,12,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,180.0,0,1,1
Resort Hotel,40,February,9,27,1,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,32.0,0,0,0
City Hotel,149,August,33,12,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.7,0,2,0
Resort Hotel,252,June,26,24,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,40.0,,0,Transient,53.84,0,0,0
City Hotel,178,August,35,27,1,1,0,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,88.77,0,0,0
City Hotel,87,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,1
City Hotel,6,September,37,8,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,108.99,0,1,0
City Hotel,16,June,25,16,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,227.0,0,Transient,95.0,0,0,0
City Hotel,18,May,18,3,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,120.0,0,0,0
City Hotel,110,July,30,25,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,0
Resort Hotel,43,March,11,12,2,5,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,69.0,,0,Transient,40.83,1,0,0
City Hotel,210,June,25,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0,1
Resort Hotel,202,June,25,17,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1,0
City Hotel,26,December,51,13,2,2,1,0.0,0,BB,PRT,Direct,Direct,1,1,0,A,A,0,No Deposit,14.0,,0,Transient,69.0,0,0,1
City Hotel,147,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,75.0,0,0,1
Resort Hotel,69,April,15,14,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,70.0,0,2,1
City Hotel,12,July,28,15,1,1,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,1
Resort Hotel,152,April,14,5,0,4,2,1.0,0,BB,POL,Groups,TA/TO,0,0,0,A,C,3,No Deposit,,223.0,0,Transient-Party,58.0,0,0,0
Resort Hotel,27,June,24,6,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,114.0,0,2,0
City Hotel,0,December,49,3,0,0,0,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,9.0,,0,Transient,0.0,0,0,0
Resort Hotel,171,March,10,5,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,E,E,0,No Deposit,298.0,,0,Transient-Party,73.0,0,0,0
City Hotel,283,August,32,12,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,1
City Hotel,101,May,20,12,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.75,0,1,1
Resort Hotel,29,October,40,2,1,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,117.0,0,0,1
City Hotel,104,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0,1
Resort Hotel,1,December,50,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,490.0,0,Transient,49.5,1,0,0
City Hotel,13,May,19,12,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,210.0,0,1,0
Resort Hotel,4,March,10,7,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,270.0,0,Transient,35.0,0,0,0
City Hotel,298,May,20,10,0,2,2,0.0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,207,Transient-Party,93.0,0,0,0
City Hotel,264,July,28,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,0
Resort Hotel,93,December,51,19,0,1,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,80.0,0,0,1
City Hotel,0,December,52,20,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,1,0,2,A,A,0,No Deposit,86.0,,0,Group,56.0,0,0,0
City Hotel,19,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,90.0,0,0,1
City Hotel,97,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,0
City Hotel,72,October,44,28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,0
City Hotel,162,August,35,28,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,139.5,0,1,1
Resort Hotel,45,October,40,1,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,154.0,0,1,0
